,cleanName,NAME,Type,valid,parkDistrict_x,parkDistrict_y,geometry
1158,cabbell park,cabbell park,pgs,v,,Q-13,POINT (-73.74290000000001 40.68929999999984)
1159,saint nicholas park - arlington ollie edinboro playground,arlington edinboro playground,pgs,v,,M-09,POINT (-73.9468 40.82049999999985)
1160,houston playground,houston playground,park_direct,av,,B-16,POINT (-73.90507075860796 40.67220442099612)
1161,breukelen park,breukelen playground,pgs,v,,B-18,POINT (-73.8939 40.65359999999983)
1162,jackie robinson park,jackie robinson park,park_direct,av,,B-03,POINT (-73.92781171561096 40.6802120196116)
1163,jackie robinson park,jackie robinson park,park_direct,av,,M-10,POINT (-73.94112979682347 40.82658501813408)
1164,jackie robinson park,jackie robinson park,park_direct,av,,B-03,POINT (-73.92781171561096 40.6802120196116)
1165,jackie robinson park,jackie robinson park,park_direct,av,,M-10,POINT (-73.94112979682347 40.82658501813408)
1166,sunshine playground,sunshine playground,park_direct,av,,M-11,POINT (-73.94784711770724 40.78849251531685)
1167,laurelton parkway,laurelton parkway,park_direct,av,,Q-13,POINT (-73.73175709421299 40.677401736066)
1168,79th street boat basin marina,henry hudson parkway,other,v,,X-08,POINT (-73.90475692622088 40.8973750859542)
1169,prospect park - ocean avenue,prospect park,empiric,av,,B-19,POINT (-73.96968227860212 40.66135344094496)
1170,hoe garden,hoe garden,park_direct,av,,X-02,POINT (-73.8900961738791 40.82264006079872)
1171,pelham bay park - central woodland,pelham bay park,empiric,av,,X-11,POINT (-73.80420185645582 40.8681072084011)
1172,100 percent playground - ps 242,100% playground,pgs,v,,B-18,POINT (-73.89920000000001 40.64649999999983)
1173,lannett playground - ps 197,lannett playground,pgs,v,,Q-14,POINT (-73.7441 40.59949999999981)
1174,115th street playground,115th street playground,pgs,av,,Q-07,POINT (-73.8526 40.78519999999984)
1175,monsignor mcgolrick playground,monsignor mcgolrick playground,pgs,av,,B-01,POINT (-73.94329999999999 40.72529999999984)
1176,ambrosini field,ambrosini field,park_direct,av,,X-10,POINT (-73.78339295884908 40.84450088028149)
1177,bayswater park,bayswater park,park_direct,av,,Q-14,POINT (-73.76965844593815 40.59950348479429)
1178,lafayette gardens playground,lafayette gardens playground,park_direct,av,,B-03,POINT (-73.95750656619346 40.68975342535301)
1179,tanahey playground,tanahey playground,park_direct,av,,M-03,POINT (-73.99518030440098 40.71016024358669)
1180,gunn park - ps 18,p.s. 18,school,v,,M-12,POINT (-73.91218129000001 40.87178341289984)
1181,gowanus playground,gowanus playground,pgs,av,,B-06,POINT (-73.9879 40.68459999999984)
1182,van cortlandt park - parade ground south,van cortlandt park,empiric,av,,X-13,POINT (-73.88666707241306 40.89710151291683)
1183,rockaway playground - n,rockaway playground - n,pgs,av,,Q-14,POINT (-73.8087 40.58539999999983)
1184,riverside park - riverbank playground,riverside park,pgs,av,,M-14,POINT (-73.976 40.79669999999984)
1185,crotona park - prospect park playground,prospect park,empiric,av,,B-19,POINT (-73.96968227860212 40.66135344094496)
1186,angelo campanero playground,angelo campanero playground,pgs,av,,X-11,POINT (-73.8429 40.86809999999985)
1187,playground 62 - ps 220,playground sixty-two,pgs,v,,Q-06,POINT (-73.85290000000001 40.73609999999984)
1188,little flower playground,little flower playground,park_direct,av,,M-03,POINT (-73.98823685493421 40.71243715318626)
1189,174 st playground,174 st playground,pgs,av,,Q-12,POINT (-73.77800000000001 40.69349999999982)
1190,macarthur park,macarthur park,park_direct,av,,M-06,POINT (-73.96514740432791 40.75220391650516)
1191,golf course - forest park,forest park,empiric,av,,Q-16,POINT (-73.85300297695302 40.70205260741513)
1192,hinton park,hinton park,park_direct,av,,Q-03,POINT (-73.85494272068325 40.75601123891631)
1193,recreation center - williamsbridge oval,williamsbridge oval,other,av,,X-07,POINT (-73.87738571642642 40.87762743958928)
1194,flushing meadows and corona park - buzz vollmer playground,flushing meadows corona park,empiric,av,,Q-15,POINT (-73.84178561075053 40.74327909895254)
1195,central park - sheep meadow,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1196,herman dolgon playground,herman dolgon playground,park_direct,av,,B-15,POINT (-73.9400025503284 40.59809205567606)
1197,ps 155 playground,ps 155 playground,pgs,av,,M-11,POINT (-73.9355 40.79729999999984)
1198,miracle garden,miracle garden,park_direct,av,,M-03,POINT (-73.98352769469403 40.72265261887514)
1199,miracle garden,miracle garden,park_direct,av,,X-06,POINT (-73.8877323486894 40.84247013217733)
1200,miracle garden,miracle garden,park_direct,av,,M-03,POINT (-73.98352769469403 40.72265261887514)
1201,miracle garden,miracle garden,park_direct,av,,X-06,POINT (-73.8877323486894 40.84247013217733)
1202,golf course - latourette,la tourette golf course,golf,av,,R-02,POINT (-74.146957 40.57639499999983)
1203,downing street playground,downing street playground,park_direct,av,,M-02,POINT (-74.00271447082089 40.72985381059774)
1204,cadwallader colden playground - ps 214,cadwallader colden playground,pgs,av,,Q-07,POINT (-73.8272 40.77019999999985)
1205,100 percent playground - ps 242,100% playground,pgs,v,,B-18,POINT (-73.89920000000001 40.64649999999983)
1206,recreation center - playground for all children,playground for all children,pgs,v,,Q-15,POINT (-73.84920000000001 40.74109999999983)
1207,recreation center - playground for all children,playground for all children,pgs,v,,X-15,POINT (-73.82559999999999 40.84849999999983)
1208,sixteen sycamores playground,sixteen sycamores playground,park_direct,av,,B-02,POINT (-73.98100568395918 40.68679172679087)
1209,peace park,peace park,park_direct,av,,X-05,POINT (-73.90517148732468 40.84518420629929)
1210,real good park,real good park,park_direct,av,,Q-06,POINT (-73.85734546269737 40.73555632722537)
1211,inwood hill park - the clove,inwood hill park,empiric,av,,M-12,POINT (-73.92551288356847 40.87256008428427)
1212,linnaeus playground,linnaeus park,other,v,,Q-11,POINT (-73.75074435222848 40.75380562387614)
1213,gonzalo plasencia playground,gonzalo plasencia playground,park_direct,av,,B-07,POINT (-74.00842337818523 40.65258525541207)
1214,captain mario fajardo park,captain mario fajardo park,pgs,v,,Q-07,POINT (-73.8147 40.74339999999984)
1215,van cortlandt park - croton woods,van cortlandt park,empiric,av,,X-13,POINT (-73.88666707241306 40.89710151291683)
1216,mcdonald playground - brooklyn,mcdonald playground,pgs,av,,B-15,POINT (-73.97199999999999 40.60059999999982)
1217,mcdonald playground - brooklyn,mcdonald playground,pgs,av,,R-01,POINT (-74.1153 40.62959999999985)
1218,mercer playground,mercer playground,park_direct,av,,M-02,POINT (-73.99620897194762 40.72758891851456)
1219,tot lot 116,riverside park,other,v,,M-14,POINT (-73.95365809523385 40.82606986895416)
1220,tot lot 116,riverside park,other,v,,M-14,POINT (-73.97456126834187 40.79883352294459)
1221,youth village,youth village,park_direct,av,,X-03,POINT (-73.90292757253889 40.82870413337567)
1222,seeley park,seeley park,park_direct,av,,B-07,POINT (-73.97783981491112 40.65338243336445)
1223,starr playground,starr playground,park_direct,av,,Q-05,POINT (-73.91780639570472 40.70978557066599)
1224,recreation center - alfred e. smith,alfred e. smith recreation center,recr,v,,M-03,POINT (-73.9967905 40.71052449999985)
1225,laurelton west playground,laurelton west playground,pgs,av,,Q-13,POINT (-73.727 40.68499999999984)
1226,cunningham park - mclaughlin playground,mclaughlin playground,pgs,av,,Q-08,POINT (-73.7663 40.72549999999984)
1227,cunningham park - mclaughlin playground,mclaughlin playground,pgs,av,,X-08,POINT (-73.9054 40.88789999999984)
1228,montbellier park,montbellier park,park_direct,av,,Q-12,POINT (-73.75657731430029 40.67472003628891)
1229,pelham bay park - playground for all children,pelham bay park,empiric,av,,X-11,POINT (-73.80420185645582 40.8681072084011)
1230,underhill playground - queens,underhill playground,pgs,av,,B-08,POINT (-73.9657 40.67669999999983)
1231,underhill playground - queens,underhill playground,pgs,av,,Q-11,POINT (-73.78789999999999 40.74479999999986)
1232,sy seplowe playground - ps 94,p.s. 94,school,v,,B-07,POINT (-74.0089866256 40.64374434859984)
1233,lieutenant petrosino square,petrosino square,other,av,,M-02,POINT (-73.99743854609 40.72171229157177)
1234,central park - blockhouse one,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1235,staten island greenbelt - southwest latourette,greenbelt native plant center,empiric,av,,R-02,POINT (-74.18155504198339 40.5960761085245)
1236,judge moses weinstein playground,judge moses weinstein playground,park_direct,av,,Q-08,POINT (-73.82058528429933 40.7180182667145)
1237,van cortlandt park - nw forest,van cortlandt park,empiric,av,,X-13,POINT (-73.88666707241306 40.89710151291683)
1238,"van cortlandt park - mansion, tennis courts, memorial grove",van cortlandt park,empiric,av,,X-13,POINT (-73.88666707241306 40.89710151291683)
1239,p.o. nicholas demutis playground,police officer nicholas demuti,pgs,v,,Q-10,POINT (-73.83929999999999 40.68179999999984)
1240,kaiser park - leon s kaiser playground,leon s kaiser playground,pgs,av,,B-13,POINT (-73.9954 40.57819999999985)
1241,jamaica bay park,jamaica bay park,park_direct,av,,Q-14,POINT (-73.76867783533658 40.61786796566281)
1242,101 street soccer field,101st st. soccer field,pgs,v,,M-14,POINT (-73.9736 40.80069999999983)
1243,ramon aponte park,ramon aponte park,park_direct,av,,M-04,POINT (-73.98935059930903 40.76144787379022)
1244,coleman playground,coleman playground,park_direct,av,,M-03,POINT (-73.99352011246752 40.71117182467432)
1245,powell's cove park,powell's cove park,park_direct,av,,Q-07,POINT (-73.83502430447669 40.79005545722196)
1246,rainey park - bronx,rainey park playground,pgs,v,,Q-01,POINT (-73.94029999999999 40.76669999999982)
1247,remsen playground,remsen playground,park_direct,av,,B-18,POINT (-73.90735589804169 40.6423266053453)
1248,frederick b judge playground,frederick b judge playground,pgs,av,,Q-10,POINT (-73.8082 40.68349999999986)
1249,recreation center - j. hood wright,j. hood wright recreation center,recr,v,,M-12,POINT (-73.9404478 40.84638539999986)
1250,p. o. serrano playground,p. o. serrano playground,pgs,av,,X-09,POINT (-73.851 40.82339999999985)
1251,alice austen house and park,alice austen park,other,v,,R-01,POINT (-74.06257303794519 40.61583593983736)
1252,crotona park - carter playground,crotona park,empiric,av,,X-03,POINT (-73.89489523245744 40.83858538262999)
1253,addabbo playground,addabbo playground,pgs,av,,Q-10,POINT (-73.854 40.67309999999984)
1254,tot lot one hundred and ten,riverside park,other,v,,M-14,POINT (-73.95365809523385 40.82606986895416)
1255,tot lot one hundred and ten,riverside park,other,v,,M-14,POINT (-73.97456126834187 40.79883352294459)
1256,evergreen playground,evergreen playground,park_direct,av,,B-04,POINT (-73.91075895718808 40.68610778749373)
1257,riverside park - palisades playground,riverside park,pgs,av,,M-14,POINT (-73.976 40.79669999999984)
1258,river park,harlem river park,other,v,,M-11,POINT (-73.93396383334688 40.80630398705618)
1259,river park,harlem river park,other,v,,M-11,POINT (-73.93462043214474 40.80778514035564)
1260,river park,harlem river park,other,v,,M-11,POINT (-73.93153364485845 40.80378842264288)
1261,river park,harlem river park,other,v,,M-11,POINT (-73.93091882538887 40.80363212463968)
1262,river park,harlem river park,other,v,,X-04,POINT (-73.93084303132787 40.83918400489603)
1263,golf course - marine park,marine park,empiric,av,,B-18,POINT (-73.92030774448 40.59679830843425)
1264,jackie robinson playground,jackie robinson playground,park_direct,av,,B-09,POINT (-73.95923738599163 40.66579035139595)
1265,rockaway community park,rockaway community park,park_direct,av,,Q-14,POINT (-73.78042368184106 40.60349543146412)
1266,park slope playground,park slope playground,park_direct,av,,B-06,POINT (-73.97855123191664 40.67683338381455)
1267,forest park - mary whalen playground,forest park,empiric,av,,Q-16,POINT (-73.85300297695302 40.70205260741513)
1268,fort 4 playground,fort #4 playground,pgs,av,,X-08,POINT (-73.90089999999999 40.87469999999983)
1269,brooklyn botanic garden 1 - expire,brooklyn botanic garden,other,av,,B-19,POINT (-73.96387006117146 40.66771924598027)
1270,central park - heckscher ballfields and playground,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1271,glendale playground,glendale playground,pgs,av,,Q-05,POINT (-73.8818 40.70489999999985)
1272,frederick b judge memorial playground,frederick b judge playground,pgs,av,,Q-10,POINT (-73.8082 40.68349999999986)
1273,tall oak playground - ps 46,tall oak playground,pgs,av,,Q-11,POINT (-73.7582 40.74619999999985)
1274,equity park,equity park,park_direct,av,,Q-09,POINT (-73.85332035936536 40.69125112672826)
1275,maclaughlin,maclaughlin playground,other,av,,X-08,POINT (-73.90533365084373 40.88796266160097)
1276,eastchester  playground,eastchester playground,pgs,av,,X-11,POINT (-73.8528 40.86979999999986)
1277,queensbridge baby park,queensbridge park,other,av,,Q-01,POINT (-73.94818564674387 40.75579531435741)
1278,morgan playground,morgan playground,park_direct,av,,X-03,POINT (-73.90743530514257 40.83227429569102)
1279,st mary's playground east,st mary's playground east,pgs,av,,X-01,POINT (-73.9104 40.81029999999983)
1280,roebling playground,roebling playground,park_direct,av,,B-01,POINT (-73.96172485583249 40.70634889248036)
1281,galapo playground,galapo playground,park_direct,av,,B-15,POINT (-73.94672959579638 40.59799544882458)
1282,east elmhurst playground - ps 127,east elmhurst playground,pgs,av,,Q-03,POINT (-73.87090000000001 40.76549999999983)
1283,broad channel american park,broad channel american park,park_direct,av,,Q-14,POINT (-73.82281930734402 40.59639908673828)
1284,columbus park - korean war veterans plaza,columbus park,other,av,,M-03,POINT (-74.00000408370072 40.71514041240573)
1285,columbus park - korean war veterans plaza,columbus park,other,av,,B-02,POINT (-73.98996862406985 40.69365179517988)
1286,prospect playground,prospect playground,park_direct,av,,X-06,POINT (-73.89073411269715 40.84325273659246)
1287,pleasant village community gdn,pleasant village community garden,other,av,,M-11,POINT (-73.93160560372151 40.79657280957593)
1288,hellgate field,whitey ford field,other,v,,Q-01,POINT (-73.93483559268738 40.77764696078302)
1289,central park - conservatory gardens west landscape,central park,empiric,av,,M-13,POINT (-73.96555840117853 40.78248383838978)
1290,goodwin gardens,goodwin gardens,park_direct,av,,B-04,POINT (-73.92345139970216 40.69113339323184)
1291,northerleigh park,northerleigh park,park_direct,av,,R-01,POINT (-74.13408716402293 40.62283324996278)
1292,benson playground,benson playground,park_direct,av,,B-11,POINT (-74.00226109715733 40.60243351758538)
1293,mariners harbor playground,mariners harbor playground,park_direct,av,,R-01,POINT (-74.16047117942553 40.6365637031035)
1294,staten island greenbelt park - william t. davis wildlife refuge,greenbelt native plant center,empiric,av,,R-02,POINT (-74.18155504198339 40.5960761085245)
